image_187.png,target,218,85,296,132,
image_188.png,target,218,88,296,133,
image_189.png,target,216,90,295,136,
image_19.png,target,169,78,247,121,
image_190.png,target,214,90,291,137,
image_191.png,target,208,92,286,140,
image_192.png,target,206,94,285,145,
image_193.png,target,199,104,280,157,
image_194.png,target,198,111,277,162,
image_195.png,target,195,123,271,172,
image_196.png,target,193,129,269,180,
image_197.png,target,191,140,267,190,
image_198.png,target,189,153,267,201,
image_199.png,target,189,157,266,206,
image_2.png,target,149,93,230,132,
image_20.png,target,167,78,244,122,
image_200.png,target,189,168,266,220,
image_201.png,target,188,174,265,224,
image_202.png,target,186,185,266,234,
image_203.png,target,189,190,266,236,
image_204.png,target,191,196,271,244,
image_205.png,target,192,202,270,251,
image_206.png,target,190,211,268,260,
image_207.png,target,189,215,268,265,
image_208.png,target,189,224,268,272,
image_209.png,target,189,228,267,271,
image_21.png,target,160,80,239,123,
image_210.png,target,191,224,267,269,
image_211.png,target,190,221,270,266,
image_212.png,target,192,210,272,259,
image_213.png,target,195,205,274,254,
image_214.png,target,194,199,276,244,
image_215.png,target,197,194,276,241,
image_216.png,target,195,187,274,235,
image_217.png,target,196,174,275,220,
image_218.png,target,190,159,270,207,
image_219.png,target,189,149,266,199,
image_22.png,target,158,79,235,123,
image_220.png,target,190,133,268,182,
image_221.png,target,190,129,269,173,
image_222.png,target,193,120,270,165,
image_223.png,target,194,115,273,161,
image_224.png,target,198,101,277,150,
image_225.png,target,199,96,279,142,
image_226.png,target,199,87,278,134,
image_227.png,target,200,70,276,119,
image_228.png,target,200,56,280,104,
image_229.png,target,202,47,279,97,
image_23.png,target,156,77,233,121,
image_230.png,target,205,35,280,82,
image_231.png,target,205,30,279,76,
image_232.png,target,205,19,284,66,
image_233.png,target,209,10,287,58,
image_234.png,target,211,9,290,55,
image_235.png,target,210,5,288,51,
image_236.png,target,207,5,288,51,
image_237.png,target,203,6,281,50,
image_238.png,target,200,9,278,57,
image_239.png,target,199,14,277,62,
image_24.png,target,154,77,231,121,
image_240.png,target,200,24,278,69,
image_241.png,target,200,28,280,73,
image_242.png,target,201,29,280,76,
image_243.png,target,200,36,278,82,
image_244.png,target,199,40,278,86,
image_245.png,target,200,47,278,93,
image_246.png,target,199,50,277,95,
image_247.png,target,200,56,276,103,
image_248.png,target,199,60,278,106,
image_249.png,target,200,63,277,107,
image_25.png,target,154,77,230,120,
image_250.png,target,199,68,277,113,
image_251.png,target,198,74,276,118,
image_252.png,target,197,77,276,121,
image_253.png,target,194,82,275,125,
image_254.png,target,196,92,273,139,
image_255.png,target,193,107,272,154,
image_256.png,target,188,129,267,173,
image_257.png,target,184,138,264,183,
image_258.png,target,185,142,263,184,
image_259.png,target,185,149,263,193,
image_26.png,target,155,72,230,116,
image_260.png,target,184,153,263,197,
image_261.png,target,184,163,261,207,
image_262.png,target,182,166,261,212,
image_263.png,target,180,175,258,220,
image_264.png,target,178,179,257,223,
image_265.png,target,178,185,258,227,
image_267.png,target,179,187,258,230,
image_268.png,target,182,182,261,225,
image_269.png,target,183,180,262,220,
image_27.png,target,155,72,232,116,
image_270.png,target,185,170,265,215,
image_271.png,target,193,161,272,205,
image_272.png,target,194,160,272,203,
image_273.png,target,194,157,272,198,
image_274.png,target,197,145,275,188,
image_275.png,target,197,140,278,180,
image_276.png,target,198,137,277,177,
image_277.png,target,199,129,276,171,
image_278.png,target,196,120,277,164,
image_279.png,target,196,115,275,160,
image_28.png,target,156,72,233,115,
image_280.png,target,194,110,273,154,
image_281.png,target,190,99,272,143,
image_282.png,target,190,94,270,138,
image_283.png,target,191,87,269,129,
image_284.png,target,193,79,273,122,
image_285.png,target,195,75,274,119,
image_286.png,target,198,70,274,116,
image_287.png,target,199,61,277,107,
image_288.png,target,199,57,276,103,
image_289.png,target,198,48,275,94,
image_29.png,target,157,70,235,114,
image_290.png,target,197,46,274,91,
image_291.png,target,195,46,272,90,
image_292.png,target,186,49,264,93,
image_293.png,target,185,52,262,94,
image_294.png,target,190,53,269,98,
image_295.png,target,201,54,286,99,
image_296.png,target,211,52,296,98,
image_297.png,target,177,61,262,106,
image_298.png,target,265,47,345,93,
image_299.png,target,214,52,301,96,
image_3.png,target,146,96,223,134,
image_30.png,target,156,70,232,115,
image_300.png,target,203,54,288,97,
image_301.png,target,192,56,272,99,
image_302.png,target,190,55,271,98,
image_303.png,target,191,51,271,96,
image_304.png,target,202,46,287,91,
image_305.png,target,211,43,302,88,
image_306.png,target,240,39,328,82,
image_307.png,target,252,36,339,81,
image_308.png,target,278,34,354,77,
image_309.png,target,266,34,349,77,
image_31.png,target,153,70,229,115,
image_310.png,target,240,34,329,77,
image_311.png,target,228,36,316,78,
image_312.png,target,202,37,292,80,
image_313.png,target,189,41,270,83,
image_314.png,target,186,43,265,86,
image_315.png,target,186,42,267,85,
image_316.png,target,187,41,269,84,
image_317.png,target,199,44,287,87,
image_318.png,target,241,33,332,77,
image_319.png,target,267,28,350,73,
image_32.png,target,150,70,230,115,
image_320.png,target,281,29,358,72,
image_321.png,target,281,26,360,69,
image_322.png,target,278,25,357,69,
image_323.png,target,275,24,353,67,
image_324.png,target,260,17,343,60,
image_325.png,target,257,15,336,56,
image_326.png,target,240,11,325,52,
image_327.png,target,229,8,310,51,
image_328.png,target,226,4,307,49,
image_329.png,target,220,1,297,42,
image_33.png,target,146,70,227,114,
image_330.png,target,211,1,292,33,
image_331.png,target,206,1,283,32,
image_332.png,target,193,1,272,42,
image_333.png,target,191,1,266,40,
image_334.png,target,190,1,268,38,
image_335.png,target,181,1,252,37,
image_336.png,target,180,1,252,33,
image_337.png,target,179,1,252,30,
image_338.png,target,184,1,257,31,
image_339.png,target,191,1,268,34,
image_34.png,target,136,70,217,111,
image_340.png,target,197,1,271,38,
image_341.png,target,197,1,274,39,
image_342.png,target,197,1,276,45,
image_343.png,target,197,1,277,47,
image_344.png,target,200,5,278,51,
image_345.png,target,200,8,279,55,
image_346.png,target,201,14,280,60,
image_347.png,target,201,16,280,60,
image_348.png,target,202,15,280,61,
image_349.png,target,198,15,277,61,
image_35.png,target,127,68,208,111,
image_350.png,target,196,16,277,62,
image_351.png,target,194,10,274,55,
image_352.png,target,194,10,273,53,
image_353.png,target,193,9,269,54,
image_354.png,target,192,6,270,52,
image_355.png,target,188,7,268,54,
image_356.png,target,184,4,264,52,
image_357.png,target,181,4,262,54,
image_358.png,target,178,7,255,54,
image_359.png,target,175,7,252,56,
image_36.png,target,124,69,202,113,
image_360.png,target,175,10,253,56,
image_361.png,target,175,10,251,55,
image_362.png,target,172,11,250,59,
image_363.png,target,171,12,251,60,
image_364.png,target,171,15,249,61,
image_365.png,target,172,15,251,62,
image_366.png,target,169,16,248,62,
image_367.png,target,168,16,245,60,
image_368.png,target,166,13,244,60,
image_369.png,target,165,12,240,58,
image_37.png,target,120,71,199,114,
image_370.png,target,160,10,239,57,
image_371.png,target,160,9,237,60,
image_372.png,target,159,16,238,63,
image_373.png,target,162,14,242,66,
image_374.png,target,166,19,246,66,
image_375.png,target,170,19,250,67,
image_376.png,target,173,20,250,65,
image_377.png,target,174,17,251,63,
image_378.png,target,174,16,250,61,
image_379.png,target,168,9,246,55,
image_38.png,target,117,72,194,116,
image_380.png,target,167,8,245,53,
image_381.png,target,167,5,246,52,
image_382.png,target,168,4,246,51,
image_383.png,target,169,5,246,52,
image_384.png,target,169,7,248,52,
image_385.png,target,176,7,254,53,
image_386.png,target,178,7,254,53,
image_387.png,target,176,12,257,58,
image_388.png,target,178,14,258,58,
image_389.png,target,180,13,261,59,
image_39.png,target,117,71,193,115,
image_390.png,target,184,12,263,57,
image_391.png,target,184,11,264,56,
image_392.png,target,184,11,265,55,
image_393.png,target,184,7,264,53,
image_394.png,target,182,5,262,49,
image_395.png,target,184,5,264,51,
image_396.png,target,187,6,266,50,
image_397.png,target,189,8,267,52,
image_398.png,target,191,9,269,53,
image_399.png,target,185,10,264,52,
image_4.png,target,139,95,220,133,
image_40.png,target,116,69,194,113,
image_400.png,target,185,9,263,53,
image_401.png,target,183,6,262,51,
image_402.png,target,186,5,265,50,
image_403.png,target,189,4,270,49,
image_404.png,target,190,3,269,46,
image_405.png,target,189,1,268,46,
image_406.png,target,191,1,266,44,
image_407.png,target,190,1,266,40,
image_41.png,target,116,69,194,112,
image_42.png,target,117,66,195,111,
image_43.png,target,117,66,197,111,
image_44.png,target,119,67,196,111,
image_45.png,target,117,67,194,112,
image_46.png,target,102,75,186,120,
image_47.png,target,90,79,175,124,
image_48.png,target,62,92,151,135,
image_49.png,target,41,95,135,138,
image_5.png,target,139,92,219,131,
image_50.png,target,22,98,114,141,
image_51.png,target,1,102,76,144,
image_52.png,target,1,99,37,136,
image_6.png,target,140,89,220,129,
image_7.png,target,149,86,231,125,
image_72.png,target,1,69,22,105,
image_73.png,target,1,71,55,109,
image_74.png,target,1,70,76,111,
image_75.png,target,16,59,104,97,
image_76.png,target,30,57,114,94,
image_77.png,target,46,57,130,94,
image_78.png,target,54,58,141,94,
image_79.png,target,72,59,157,95,
image_8.png,target,162,80,243,123,
image_80.png,target,80,60,169,96,
image_81.png,target,102,64,190,104,
image_82.png,target,125,70,214,108,
image_83.png,target,139,73,227,111,
image_84.png,target,165,74,253,112,
image_85.png,target,175,75,260,114,
image_86.png,target,194,78,278,117,
image_87.png,target,199,80,283,118,
image_88.png,target,206,81,287,121,
image_89.png,target,217,86,298,127,
image_9.png,target,167,81,246,123,
image_90.png,target,231,89,314,129,
image_91.png,target,240,90,324,132,
image_92.png,target,254,95,334,138,
image_93.png,target,259,96,340,139,
image_94.png,target,270,98,351,142,
image_95.png,target,275,99,358,143,
image_96.png,target,291,96,375,142,
image_97.png,target,299,94,381,141,
image_98.png,target,307,93,386,139,
image_99.png,target,321,91,400
